Date,State,Confirmed,Death,Recovered,State_name
21-Jun-20,JK,122,1,46,Jammu and Kashmir
21-Jun-20,KA,453,5,226,Karnataka
21-Jun-20,MP,179,14,135,Madhya Pradesh
21-Jun-20,OR,304,4,186,Odisha
21-Jun-20,PB,122,1,22,Punjab
21-Jun-20,PY,28,1,9,Puducherry
21-Jun-20,RJ,393,12,323,Rajasthan
21-Jun-20,TG,730,7,225,Telangana
21-Jun-20,UP,596,21,626,Uttar Pradesh
21-Jun-20,WB,414,15,432,West Bengal
21-May-20,AP,45,1,41,Andhra Pradesh
21-May-20,DL,571,18,375,Delhi
21-May-20,GJ,371,24,269,Gujarat
21-May-20,JK,59,2,6,Jammu and Kashmir
21-May-20,MP,246,4,110,Madhya Pradesh
21-May-20,OR,51,1,50,Odisha
21-May-20,PB,23,1,25,Punjab
21-May-20,RJ,212,4,81,Rajasthan
21-May-20,TG,38,5,23,Telangana
21-May-20,TN,776,7,400,Tamil Nadu
21-May-20,UP,340,11,138,Uttar Pradesh
21-May-20,WB,94,6,57,West Bengal
22-Apr-20,AP,56,2,24,Andhra Pradesh
22-Apr-20,DL,92,1,113,Delhi
22-Apr-20,GJ,229,13,40,Gujarat
22-Apr-20,MH,431,18,67,Maharashtra
22-Apr-20,RJ,153,1,70,Rajasthan
22-Jul-20,AS,972,2,1317,Assam
22-Jul-20,BR,1502,10,1135,Bihar
22-Jul-20,CH,29,1,8,Chandigarh
22-Jul-20,DL,1227,29,1532,Delhi
22-Jul-20,GA,149,2,92,Goa
22-Jul-20,GJ,1020,28,837,Gujarat
22-Jul-20,HR,724,8,745,Haryana
22-Jul-20,JH,487,3,106,Jharkhand
22-Jul-20,JK,453,10,152,Jammu and Kashmir
22-Jul-20,KL,1038,1,272,Kerala
22-Jul-20,MP,747,14,579,Madhya Pradesh
22-Jul-20,OR,1078,6,440,Odisha
22-Jul-20,PB,412,6,252,Punjab
22-Jul-20,PY,121,1,51,Puducherry
22-Jul-20,RJ,961,6,620,Rajasthan
22-Jul-20,TG,1555,9,1281,Telangana
22-Jul-20,TR,126,1,107,Tripura
22-Jul-20,UT,451,2,52,Uttarakhand
22-Jun-20,AP,443,5,128,Andhra Pradesh
22-Jun-20,BR,228,1,136,Bihar
22-Jun-20,CT,47,1,66,Chhattisgarh
22-Jun-20,GA,46,1,17,Goa
22-Jun-20,GJ,563,21,560,Gujarat
22-Jun-20,HR,390,9,359,Haryana
22-Jun-20,JK,132,3,149,Jammu and Kashmir
22-Jun-20,KA,249,5,111,Karnataka
22-Jun-20,MP,175,6,200,Madhya Pradesh
22-Jun-20,OR,143,2,143,Odisha
22-Jun-20,PB,161,2,125,Punjab
22-Jun-20,RJ,302,7,313,Rajasthan
22-Jun-20,TG,872,7,274,Telangana
22-Jun-20,UP,591,19,606,Uttar Pradesh
22-Jun-20,UT,58,1,21,Uttarakhand
22-Jun-20,WB,413,14,390,West Bengal
22-May-20,AP,62,1,26,Andhra Pradesh
22-May-20,BR,179,2,58,Bihar
22-May-20,DL,660,14,330,Delhi
22-May-20,GJ,363,29,392,Gujarat
22-May-20,HR,37,2,25,Haryana
22-May-20,KL,42,1,2,Kerala
22-May-20,MP,189,1,245,Madhya Pradesh
22-May-20,RJ,267,2,195,Rajasthan
22-May-20,TG,62,3,7,Telangana
22-May-20,TN,786,4,846,Tamil Nadu
22-May-20,UP,220,14,120,Uttar Pradesh
22-May-20,WB,135,6,28,West Bengal
23-Apr-20,AP,80,3,21,Andhra Pradesh
23-Apr-20,DL,128,2,84,Delhi
23-Apr-20,GJ,217,9,79,Gujarat
23-Apr-20,JH,7,1,4,Jharkhand
23-Apr-20,MH,778,14,51,Maharashtra
23-Apr-20,MP,100,3,51,Madhya Pradesh
23-Apr-20,PB,5,1,13,Punjab
23-Apr-20,RJ,76,1,107,Rajasthan
23-Apr-20,TG,27,1,58,Telangana
23-Apr-20,TN,54,2,90,Tamil Nadu
23-Apr-20,UP,61,3,33,Uttar Pradesh
23-Jul-20,AS,1047,4,1349,Assam
23-Jul-20,BR,1625,4,1083,Bihar
23-Jul-20,CT,371,5,157,Chhattisgarh
23-Jul-20,DL,1041,26,1415,Delhi
23-Jul-20,GA,174,1,114,Goa
23-Jul-20,GJ,1078,28,718,Gujarat
23-Jul-20,HR,789,6,552,Haryana
23-Jul-20,JH,482,3,206,Jharkhand
23-Jul-20,JK,718,9,102,Jammu and Kashmir
23-Jul-20,KL,1078,5,432,Kerala
23-Jul-20,MP,632,10,523,Madhya Pradesh
23-Jul-20,OR,1264,6,643,Odisha
23-Jul-20,PB,438,8,100,Punjab
23-Jul-20,PY,120,3,31,Puducherry
23-Jul-20,RJ,886,11,451,Rajasthan
23-Jul-20,TR,206,1,39,Tripura
23-Jul-20,UT,145,3,50,Uttarakhand
23-Jun-20,AP,462,8,157,Andhra Pradesh
23-Jun-20,BR,157,2,260,Bihar
23-Jun-20,GA,45,1,53,Goa
23-Jun-20,GJ,549,26,604,Gujarat
23-Jun-20,HR,495,9,582,Haryana
23-Jun-20,JK,148,2,111,Jammu and Kashmir
23-Jun-20,KA,322,8,274,Karnataka
23-Jun-20,KL,141,1,60,Kerala
23-Jun-20,MP,183,4,120,Madhya Pradesh
23-Jun-20,OR,167,3,125,Odisha
23-Jun-20,PB,162,4,222,Punjab
23-Jun-20,PY,19,1,16,Puducherry
23-Jun-20,RJ,395,9,303,Rajasthan
23-Jun-20,TG,879,3,219,Telangana
23-Jun-20,UP,571,19,515,Uttar Pradesh
23-Jun-20,UT,133,2,81,Uttarakhand
23-Jun-20,WB,370,11,531,West Bengal
23-May-20,AP,47,1,48,Andhra Pradesh
23-May-20,DL,591,23,370,Delhi
23-May-20,GJ,396,27,289,Gujarat
23-May-20,JK,80,1,54,Jammu and Kashmir
23-May-20,KA,216,1,11,Karnataka
23-May-20,MP,201,9,178,Madhya Pradesh
23-May-20,RJ,248,7,106,Rajasthan
23-May-20,TG,52,1,25,Telangana
23-May-20,TN,759,5,363,Tamil Nadu
23-May-20,UP,282,3,82,Uttar Pradesh
23-May-20,WB,127,4,60,West Bengal
24-Apr-20,AP,62,2,4,Andhra Pradesh
24-Apr-20,DL,138,3,49,Delhi
24-Apr-20,GJ,191,15,7,Gujarat
24-Apr-20,KA,29,1,7,Karnataka
24-Apr-20,KL,3,1,15,Kerala
24-Apr-20,MH,390,18,117,Maharashtra
24-Apr-20,MP,159,9,7,Madhya Pradesh
24-Apr-20,RJ,70,4,42,Rajasthan
24-Apr-20,TN,72,2,114,Tamil Nadu
24-Apr-20,UP,111,1,20,Uttar Pradesh
24-Apr-20,WB,58,3,24,West Bengal
24-Jul-20,AS,1130,6,1062,Assam
24-Jul-20,CT,449,2,180,Chhattisgarh
24-Jul-20,GJ,1068,26,872,Gujarat
24-Jul-20,HP,120,1,9,Himachal Pradesh
24-Jul-20,HR,780,4,704,Haryana
24-Jul-20,JH,400,9,100,Jharkhand
24-Jul-20,JK,353,14,508,Jammu and Kashmir
24-Jul-20,KL,885,4,968,Kerala
24-Jul-20,ML,53,1,5,Meghalaya
24-Jul-20,MP,736,11,507,Madhya Pradesh
24-Jul-20,NL,65,1,7,Nagaland
24-Jul-20,OR,1594,8,808,Odisha
24-Jul-20,PB,477,5,355,Punjab
24-Jul-20,PY,95,1,83,Puducherry
24-Jul-20,RJ,958,8,732,Rajasthan
24-Jul-20,TG,1640,8,1007,Telangana
24-Jul-20,TR,100,1,59,Tripura
24-Jul-20,UT,272,2,42,Uttarakhand
24-Jun-20,AP,497,10,187,Andhra Pradesh
24-Jun-20,BR,223,1,79,Bihar
24-Jun-20,GJ,572,25,575,Gujarat
24-Jun-20,HR,490,10,427,Haryana
24-Jun-20,JH,26,1,55,Jharkhand
24-Jun-20,JK,186,1,176,Jammu and Kashmir
24-Jun-20,KA,397,14,149,Karnataka
24-Jun-20,MP,187,9,138,Madhya Pradesh
24-Jun-20,PB,230,8,52,Punjab
24-Jun-20,RJ,382,10,398,Rajasthan
24-Jun-20,TG,891,5,137,Telangana
24-Jun-20,UP,664,8,470,Uttar Pradesh
24-Jun-20,UT,88,5,119,Uttarakhand
24-Jun-20,WB,445,11,484,West Bengal
24-May-20,DL,508,30,273,Delhi
24-May-20,GJ,394,29,243,Gujarat
24-May-20,JH,20,1,7,Jharkhand
24-May-20,KL,53,1,5,Kerala
24-May-20,MP,294,9,141,Madhya Pradesh
24-May-20,PB,15,1,28,Punjab
24-May-20,RJ,286,3,62,Rajasthan
24-May-20,TG,41,4,24,Telangana
24-May-20,TN,765,8,833,Tamil Nadu
24-May-20,UP,251,6,132,Uttar Pradesh
24-May-20,UT,73,2,3,Uttarakhand
24-May-20,WB,208,3,58,West Bengal
25-Apr-20,AP,61,2,26,Andhra Pradesh
25-Apr-20,DL,111,1,12,Delhi
25-Apr-20,GJ,256,6,17,Gujarat
25-Apr-20,JK,40,1,3,Jammu and Kashmir
25-Apr-20,MH,811,22,119,Maharashtra
25-Apr-20,MP,99,7,71,Madhya Pradesh
25-Apr-20,RJ,49,2,20,Rajasthan
25-Apr-20,TN,66,1,94,Tamil Nadu
25-Apr-20,UP,172,2,35,Uttar Pradesh
25-Jul-20,AS,1165,1,1294,Assam
25-Jul-20,CT,363,3,116,Chhattisgarh
25-Jul-20,GA,146,4,182,Goa
25-Jul-20,GJ,1081,22,782,Gujarat
25-Jul-20,HR,783,7,701,Haryana
25-Jul-20,JH,277,7,167,Jharkhand
25-Jul-20,JK,523,9,300,Jammu and Kashmir
25-Jul-20,KL,1103,5,1049,Kerala
25-Jul-20,LA,30,1,22,Ladakh
25-Jul-20,MP,716,8,622,Madhya Pradesh
25-Jul-20,NL,50,3,4,Nagaland
25-Jul-20,OR,1320,10,728,Odisha
25-Jul-20,PB,468,9,201,Punjab
25-Jul-20,PY,139,3,78,Puducherry
25-Jul-20,RJ,1120,11,759,Rajasthan
25-Jul-20,TG,1593,8,998,Telangana
25-Jul-20,UT,244,1,54,Uttarakhand
25-Jun-20,AP,553,7,209,Andhra Pradesh
25-Jun-20,BR,215,1,374,Bihar
25-Jun-20,GJ,577,18,410,Gujarat
25-Jun-20,HP,33,1,8,Himachal Pradesh
25-Jun-20,HR,453,10,455,Haryana
25-Jun-20,JK,127,2,149,Jammu and Kashmir
25-Jun-20,KA,442,6,519,Karnataka
25-Jun-20,MP,147,8,146,Madhya Pradesh
25-Jun-20,PB,142,7,93,Punjab
25-Jun-20,RJ,287,4,229,Rajasthan
25-Jun-20,TG,920,5,327,Telangana
25-Jun-20,UP,636,15,533,Uttar Pradesh
25-Jun-20,UT,68,1,37,Uttarakhand
25-Jun-20,WB,475,15,488,West Bengal
25-May-20,BR,163,2,31,Bihar
25-May-20,DL,635,15,231,Delhi
25-May-20,GJ,405,30,224,Gujarat
25-May-20,KA,93,2,51,Karnataka
25-May-20,MP,194,10,163,Madhya Pradesh
25-May-20,RJ,272,4,208,Rajasthan
25-May-20,TG,66,3,72,Telangana
25-May-20,TN,805,7,407,Tamil Nadu
25-May-20,UP,229,8,122,Uttar Pradesh
25-May-20,WB,149,6,75,West Bengal
26-Apr-20,GJ,230,18,31,Gujarat
26-Apr-20,KA,3,1,24,Karnataka
26-Apr-20,MH,440,19,112,Maharashtra
26-Apr-20,MP,145,4,21,Madhya Pradesh
26-Apr-20,PB,14,1,12,Punjab
26-Apr-20,RJ,102,7,116,Rajasthan
26-Apr-20,TN,64,1,60,Tamil Nadu
26-Apr-20,UP,80,3,66,Uttar Pradesh
26-Apr-20,WB,40,2,2,West Bengal
26-Jul-20,AS,1142,2,985,Assam
26-Jul-20,CT,431,4,261,Chhattisgarh
26-Jul-20,GA,175,2,230,Goa
26-Jul-20,GJ,1110,21,753,Gujarat
26-Jul-20,HP,127,1,25,Himachal Pradesh
26-Jul-20,HR,794,3,730,Haryana
26-Jul-20,JK,615,7,411,Jammu and Kashmir
26-Jul-20,KL,927,2,689,Kerala
26-Jul-20,LA,9,1,6,Ladakh
26-Jul-20,MP,874,12,644,Madhya Pradesh
26-Jul-20,OR,1376,11,864,Odisha
26-Jul-20,PB,534,15,513,Punjab
26-Jul-20,PY,133,2,84,Puducherry
26-Jul-20,RJ,1132,11,648,Rajasthan
26-Jul-20,SK,46,1,5,Sikkim
26-Jul-20,TR,37,2,152,Tripura
26-Jun-20,AP,605,10,208,Andhra Pradesh
26-Jun-20,CT,89,1,156,Chhattisgarh
26-Jun-20,GJ,580,18,532,Gujarat
26-Jun-20,HR,421,13,636,Haryana
26-Jun-20,JK,213,1,113,Jammu and Kashmir
26-Jun-20,KA,445,10,246,Karnataka
26-Jun-20,MP,203,4,185,Madhya Pradesh
26-Jun-20,PB,188,2,9,Punjab
26-Jun-20,RJ,364,1,222,Rajasthan
26-Jun-20,TG,985,7,78,Telangana
26-Jun-20,UP,750,19,464,Uttar Pradesh
26-Jun-20,UT,34,1,64,Uttarakhand
26-Jun-20,WB,542,10,345,West Bengal
26-May-20,AP,97,1,125,Andhra Pradesh
26-May-20,BR,231,1,67,Bihar
26-May-20,DL,412,12,183,Delhi
26-May-20,GJ,361,27,501,Gujarat
26-May-20,JK,91,1,24,Jammu and Kashmir
26-May-20,KL,67,1,10,Kerala
26-May-20,MP,165,5,118,Madhya Pradesh
26-May-20,RJ,236,3,220,Rajasthan
26-May-20,TG,112,1,120,Telangana
26-May-20,TN,646,11,611,Tamil Nadu
26-May-20,UP,227,8,164,Uttar Pradesh
26-May-20,WB,193,5,72,West Bengal
27-Apr-20,GJ,247,11,81,Gujarat
27-Apr-20,JK,23,1,27,Jammu and Kashmir
27-Apr-20,KA,9,1,11,Karnataka
27-Apr-20,MH,522,27,94,Maharashtra
27-Apr-20,MP,75,7,55,Madhya Pradesh
27-Apr-20,PB,8,1,14,Punjab
27-Apr-20,RJ,77,9,115,Rajasthan
27-Apr-20,UP,113,1,72,Uttar Pradesh
27-Jul-20,AN,20,1,12,Andaman and Nicobar Islands
27-Jul-20,AS,1348,7,1362,Assam
27-Jul-20,BR,2192,6,1536,Bihar
27-Jul-20,CH,23,1,3,Chandigarh
27-Jul-20,CT,367,2,228,Chhattisgarh
27-Jul-20,DL,613,26,1497,Delhi
27-Jul-20,GA,258,1,133,Goa
27-Jul-20,GJ,1052,22,1015,Gujarat
27-Jul-20,HR,795,5,662,Haryana
27-Jul-20,JH,454,7,101,Jharkhand
27-Jul-20,JK,470,9,474,Jammu and Kashmir
27-Jul-20,KL,702,2,745,Kerala
27-Jul-20,MP,789,9,659,Madhya Pradesh
27-Jul-20,NL,46,1,20,Nagaland
27-Jul-20,OR,1503,7,581,Odisha
27-Jul-20,PB,551,12,254,Punjab
27-Jul-20,PY,85,3,75,Puducherry
27-Jul-20,RJ,1134,9,880,Rajasthan
27-Jul-20,TG,1473,8,774,Telangana
27-Jul-20,TR,147,4,105,Tripura
27-Jul-20,UT,224,3,109,Uttarakhand
27-Jun-20,AP,796,11,284,Andhra Pradesh
27-Jun-20,AS,246,1,567,Assam
27-Jun-20,BR,302,2,261,Bihar
27-Jun-20,GJ,615,18,379,Gujarat
27-Jun-20,HR,543,7,456,Haryana
27-Jun-20,JK,204,2,145,Jammu and Kashmir
27-Jun-20,KA,918,11,371,Karnataka
27-Jun-20,MP,167,4,167,Madhya Pradesh
27-Jun-20,OR,170,1,184,Odisha
27-Jun-20,PB,99,6,119,Punjab
27-Jun-20,PY,85,1,18,Puducherry
27-Jun-20,RJ,284,11,305,Rajasthan
27-Jun-20,TG,1087,6,162,Telangana
27-Jun-20,UP,606,19,632,Uttar Pradesh
27-Jun-20,WB,521,13,254,West Bengal
27-Mar-20,KA,9,1,2,Karnataka
27-Mar-20,MH,31,1,18,Maharashtra
27-May-20,AP,134,1,48,Andhra Pradesh
27-May-20,BR,68,1,118,Bihar
27-May-20,DL,792,15,310,Delhi
27-May-20,GJ,376,23,410,Gujarat
27-May-20,HP,26,2,3,Himachal Pradesh
27-May-20,HR,76,2,14,Haryana
27-May-20,JK,162,2,21,Jammu and Kashmir
27-May-20,KA,135,3,17,Karnataka
27-May-20,MP,237,8,238,Madhya Pradesh
27-May-20,RJ,280,3,286,Rajasthan
27-May-20,TG,107,6,37,Telangana
27-May-20,TN,817,6,567,Tamil Nadu
27-May-20,UP,267,5,167,Uttar Pradesh
27-May-20,WB,183,6,92,West Bengal
28-Apr-20,GJ,226,19,40,Gujarat
28-Apr-20,JK,19,1,12,Jammu and Kashmir
28-Apr-20,MH,728,31,106,Maharashtra
28-Apr-20,MP,222,10,16,Madhya Pradesh
28-Apr-20,RJ,102,2,26,Rajasthan
28-Apr-20,TN,121,1,54,Tamil Nadu
28-Apr-20,UP,67,3,63,Uttar Pradesh
28-Apr-20,WB,48,2,4,West Bengal
28-Jul-20,AS,1371,2,1216,Assam
28-Jul-20,CT,306,1,267,Chhattisgarh
28-Jul-20,DL,1056,28,1135,Delhi
28-Jul-20,GJ,1108,24,1032,Gujarat
28-Jul-20,HR,749,9,712,Haryana
28-Jul-20,JH,760,4,179,Jharkhand
28-Jul-20,JK,489,12,483,Jammu and Kashmir
28-Jul-20,KL,1167,4,679,Kerala
28-Jul-20,MP,628,10,552,Madhya Pradesh
28-Jul-20,OR,1215,8,687,Odisha
28-Jul-20,PB,609,18,688,Punjab
28-Jul-20,PY,139,4,62,Puducherry
28-Jul-20,RJ,1072,11,483,Rajasthan
28-Jul-20,TG,1610,9,803,Telangana
28-Jul-20,TR,221,4,154,Tripura
28-Jul-20,UT,259,4,45,Uttarakhand
28-Jun-20,AP,813,12,428,Andhra Pradesh
28-Jun-20,AS,327,1,274,Assam
28-Jun-20,BR,244,4,226,Bihar
28-Jun-20,GA,70,1,58,Goa
28-Jun-20,GJ,624,19,391,Gujarat
28-Jun-20,HR,402,5,445,Haryana
28-Jun-20,JK,127,1,91,Jammu and Kashmir
28-Jun-20,KA,1267,16,220,Karnataka
28-Jun-20,MP,221,7,113,Madhya Pradesh
28-Jun-20,OR,264,3,137,Odisha
28-Jun-20,PB,160,5,206,Punjab
28-Jun-20,PY,29,1,31,Puducherry
28-Jun-20,RJ,327,8,244,Rajasthan
28-Jun-20,TG,983,4,244,Telangana
28-Jun-20,UP,598,11,593,Uttar Pradesh
28-Jun-20,UT,32,1,109,Uttarakhand
28-Jun-20,WB,572,10,404,West Bengal
28-Mar-20,KL,6,1,1,Kerala
28-Mar-20,MH,30,2,6,Maharashtra
28-May-20,AP,128,1,68,Andhra Pradesh
28-May-20,DL,1024,13,231,Delhi
28-May-20,GJ,367,22,454,Gujarat
28-May-20,HR,123,1,43,Haryana
28-May-20,JK,115,1,5,Jammu and Kashmir
28-May-20,KL,85,1,3,Kerala
28-May-20,MP,192,8,123,Madhya Pradesh
28-May-20,RJ,251,7,253,Rajasthan
28-May-20,TG,117,4,24,Telangana
28-May-20,TN,827,12,639,Tamil Nadu
28-May-20,UP,179,15,224,Uttar Pradesh
28-May-20,WB,344,6,90,West Bengal
29-Apr-20,DL,125,2,14,Delhi
29-Apr-20,GJ,308,16,93,Gujarat
29-Apr-20,KA,12,1,9,Karnataka
29-Apr-20,MH,597,32,205,Maharashtra
29-Apr-20,MP,173,10,88,Madhya Pradesh
29-Apr-20,RJ,76,3,44,Rajasthan
29-Apr-20,TN,104,2,82,Tamil Nadu
29-Apr-20,UP,81,5,48,Uttar Pradesh
29-Jul-20,AN,65,1,5,Andaman and Nicobar Islands
29-Jul-20,AS,1348,4,1214,Assam
29-Jul-20,BR,2328,4,1284,Bihar
29-Jul-20,CT,314,4,197,Chhattisgarh
29-Jul-20,DL,1035,26,1126,Delhi
29-Jul-20,GA,202,3,189,Goa
29-Jul-20,GJ,1144,24,783,Gujarat
29-Jul-20,HR,755,7,662,Haryana
29-Jul-20,JH,331,5,77,Jharkhand
29-Jul-20,JK,540,15,437,Jammu and Kashmir
29-Jul-20,KL,903,1,641,Kerala
29-Jul-20,LA,20,2,13,Ladakh
29-Jul-20,MN,141,1,38,Manipur
29-Jul-20,MP,917,14,591,Madhya Pradesh
29-Jul-20,OR,1068,6,878,Odisha
29-Jul-20,PB,568,25,461,Punjab
29-Jul-20,RJ,1144,10,992,Rajasthan
29-Jul-20,TG,1764,12,842,Telangana
29-Jul-20,UT,279,2,91,Uttarakhand
29-Jun-20,AP,793,11,324,Andhra Pradesh
29-Jun-20,BR,394,1,218,Bihar
29-Jun-20,GJ,626,19,440,Gujarat
29-Jun-20,HR,381,9,585,Haryana
29-Jun-20,JH,62,3,56,Jharkhand
29-Jun-20,JK,144,1,269,Jammu and Kashmir
29-Jun-20,KA,1105,19,176,Karnataka
29-Jun-20,KL,122,1,79,Kerala
29-Jun-20,MP,184,7,115,Madhya Pradesh
29-Jun-20,OR,245,2,203,Odisha
29-Jun-20,PB,202,5,238,Punjab
29-Jun-20,RJ,389,6,310,Rajasthan
29-Jun-20,TG,975,6,410,Telangana
29-Jun-20,UP,681,12,698,Uttar Pradesh
29-Jun-20,UT,8,1,93,Uttarakhand
29-Jun-20,WB,624,14,526,West Bengal
29-Mar-20,GJ,8,1,1,Gujarat
29-May-20,AP,85,1,101,Andhra Pradesh
29-May-20,CT,17,1,17,Chhattisgarh
29-May-20,GJ,372,20,608,Gujarat
29-May-20,JH,82,1,63,Jharkhand
29-May-20,JK,128,1,16,Jammu and Kashmir
29-May-20,KA,248,1,60,Karnataka
29-May-20,KL,62,1,10,Kerala
29-May-20,MP,192,13,219,Madhya Pradesh
29-May-20,OR,63,2,90,Odisha
29-May-20,PB,39,2,3,Punjab
29-May-20,RJ,298,4,429,Rajasthan
29-May-20,TG,169,4,36,Telangana
29-May-20,TN,874,9,765,Tamil Nadu
29-May-20,UP,275,4,195,Uttar Pradesh
29-May-20,WB,277,7,107,West Bengal
30-Apr-20,DL,76,3,2,Delhi
30-Apr-20,GJ,313,17,86,Gujarat
30-Apr-20,HR,28,1,10,Haryana
30-Apr-20,KA,30,1,13,Karnataka
30-Apr-20,MH,583,27,180,Maharashtra
30-Apr-20,MP,65,7,21,Madhya Pradesh
30-Apr-20,PB,105,1,3,Punjab
30-Apr-20,RJ,144,3,79,Rajasthan
30-Apr-20,TG,22,3,33,Telangana
30-Apr-20,UP,77,1,41,Uttar Pradesh
30-Apr-20,WB,33,11,5,West Bengal
30-Jul-20,AS,2112,2,1248,Assam
30-Jul-20,BR,2082,12,1169,Bihar
30-Jul-20,CT,256,1,285,Chhattisgarh
30-Jul-20,DL,1093,29,1091,Delhi
30-Jul-20,GA,215,3,221,Goa
30-Jul-20,GJ,1159,22,879,Gujarat
30-Jul-20,HR,623,4,920,Haryana
30-Jul-20,JH,505,4,115,Jharkhand
30-Jul-20,JK,450,17,520,Jammu and Kashmir
30-Jul-20,KL,506,2,794,Kerala
30-Jul-20,LA,31,1,14,Ladakh
30-Jul-20,MN,47,3,19,Manipur
30-Jul-20,MP,834,13,723,Madhya Pradesh
30-Jul-20,OR,1203,10,807,Odisha
30-Jul-20,PB,510,9,296,Punjab
30-Jul-20,PY,121,1,84,Puducherry
30-Jul-20,RJ,1156,13,922,Rajasthan
30-Jul-20,TG,1811,13,821,Telangana
30-Jul-20,UT,199,4,185,Uttarakhand
30-Jun-20,AP,704,7,279,Andhra Pradesh
30-Jun-20,AS,613,1,314,Assam
30-Jun-20,BR,370,5,170,Bihar
30-Jun-20,GJ,620,20,422,Gujarat
30-Jun-20,HP,11,1,19,Himachal Pradesh
30-Jun-20,HR,338,4,470,Haryana
30-Jun-20,JK,260,6,137,Jammu and Kashmir
30-Jun-20,KA,947,20,235,Karnataka
30-Jun-20,KL,131,1,75,Kerala
30-Jun-20,MP,223,8,196,Madhya Pradesh
30-Jun-20,OR,206,2,243,Odisha
30-Jun-20,PB,150,6,103,Punjab
30-Jun-20,PY,24,1,10,Puducherry
30-Jun-20,RJ,348,8,299,Rajasthan
30-Jun-20,UP,664,25,578,Uttar Pradesh
30-Jun-20,UT,50,2,120,Uttarakhand
30-Jun-20,WB,652,15,411,West Bengal
30-Mar-20,GJ,7,1,2,Gujarat
30-Mar-20,MH,17,2,14,Maharashtra
30-Mar-20,TG,7,5,13,Telangana
30-May-20,BR,206,6,102,Bihar
30-May-20,DL,1163,18,229,Delhi
30-May-20,GJ,412,27,621,Gujarat
30-May-20,HR,202,1,31,Haryana
30-May-20,KA,141,1,103,Karnataka
30-May-20,KL,58,1,10,Kerala
30-May-20,MP,246,9,175,Madhya Pradesh
30-May-20,PB,36,2,18,Punjab
30-May-20,RJ,252,9,495,Rajasthan
30-May-20,TG,74,6,31,Telangana
30-May-20,TN,938,6,687,Tamil Nadu
30-May-20,UP,256,12,241,Uttar Pradesh
30-May-20,WB,317,7,195,West Bengal
31-Jul-20,AN,78,2,13,Andaman and Nicobar Islands
31-Jul-20,AS,1862,4,1277,Assam
31-Jul-20,CH,35,1,20,Chandigarh
31-Jul-20,CT,336,3,309,Chhattisgarh
31-Jul-20,DL,1195,27,1206,Delhi
31-Jul-20,GA,209,3,206,Goa
31-Jul-20,GJ,1153,22,833,Gujarat
31-Jul-20,HR,711,4,887,Haryana
31-Jul-20,JH,915,3,167,Jharkhand
31-Jul-20,JK,490,12,375,Jammu and Kashmir
31-Jul-20,KL,1310,3,864,Kerala
31-Jul-20,MN,116,1,17,Manipur
31-Jul-20,MP,838,10,614,Madhya Pradesh
31-Jul-20,OR,1499,9,772,Odisha
31-Jul-20,PB,663,16,225,Punjab
31-Jul-20,PY,174,1,142,Puducherry
31-Jul-20,RJ,1147,13,614,Rajasthan
31-Jul-20,TG,1986,14,816,Telangana
31-Jul-20,UT,118,4,172,Uttarakhand
31-Mar-20,KL,7,1,4,Kerala
31-Mar-20,WB,15,1,3,West Bengal
31-May-20,AP,110,2,51,Andhra Pradesh
31-May-20,BR,242,2,209,Bihar
31-May-20,GJ,438,31,689,Gujarat
31-May-20,KA,299,2,221,Karnataka
31-May-20,MP,198,7,398,Madhya Pradesh
31-May-20,PB,30,1,20,Punjab
31-May-20,RJ,214,1,293,Rajasthan
31-May-20,TG,199,5,16,Telangana
31-May-20,TN,1149,13,757,Tamil Nadu
31-May-20,UP,374,4,192,Uttar Pradesh
31-May-20,WB,371,8,187,West Bengal
